text,id
Nemy Vargas  he lied as usual!,5_179_1
Ali Nelson,5_180_1
Nemy Vargas hi how are you doing this peaceful day?,5_181_1
Nemy Vargas You mean “like a miracle “?,5_182_1
We can only wish.,5_182_2
Nemy Vargas I would only be satisfied if he disappeared into jail for the rest of his disgusting life!,5_183_1
Nemy Vargas he said if he lost he would have leave the country.,5_184_1
He knows that he is facing prison time.,5_184_2
Joan Casari you're going too be in shock when he is charged with criminal charges.,5_185_1
Even the rape of the children.,5_185_2
But that doesn't matter too trump voters.,5_185_3
Can we get back like when we disagreed with out the name calling.?,5_186_1
And the  crazy  conspiracies.,5_186_2
"Nemy Vargas as usual, he lied!!",5_187_1
Joan Casari The World Association of Joans has voted that you change your name.,5_188_1
Joan Casari Poor you!,5_189_1
"You are a sore loser like your unhinged, lying, looney Lieutenant Lysol.",5_189_2
He and his family will be tried in the Southern district of New York!,5_189_3
The art of the deal - just walk away (apparently).,5_190_1
Karen Eastburn When the blackmail fails.,5_191_1
Karen Eastburn While emptying every drawer and supporter.,5_192_1
Meh.,5_193_1
Biden will go back in.,5_193_2
This is just noise.,5_193_3
Terri Windover rump lives to make noise and lots of it.,5_194_1
Makes my ears hurt.,5_194_2
Can hardly wait for him to acknowledge his irrelevance!,5_194_3
"Terri Windover how is it ""just noise"" when the incoming administration is tasked with repairing international relationships?",5_195_1
We desperately need to be on good terms with the WHO right now.,5_195_2
Is the organization perfect?,5_195_3
Not even close.,5_195_4
Does it need to ma… See More,5_195_5
Rebecca Comeau I was referring to trump and his last flails.,5_196_1
Rebecca Comeau it doesn’t get implemented until summer and Biden will just reverse it January.,5_197_1
So yes.,5_197_2
Just noise.,5_197_3
"Terri Windover Sometimes in life you have to always do what you are afraid to do because it might turn out to be the best decision, trading has never serve me right until I came across Mrs Juliet Opara who changed my life for the better, I never new th… See More",5_198_1
Sodiq Omowumi get bent,5_199_1
Sodiq Omowumi reported for spam,5_200_1
Terri Windover it's not just a matter of overturning anything.,5_201_1
International politics are complex and reputation is everything.,5_201_2
The Biff (ooze currently occupying our beloved oval) and his political sychophants have damaged ours so badly that it will t… See More,5_201_3
Rebecca Comeau oh I agree it will take time.,5_202_1
"100% ""45's Ego""  vs  0% ""Concern for American Lives""",5_203_1
"Thankfully, in 55 days,President Biden will walk us straight BACK to the WHO.",5_204_1
John Naughton 54,5_205_1
John Naughton can’t wait!!,5_206_1
I feelLike we were led by someone needing to be in a mental institution.,5_206_2
John Naughton keep dreaming way too much fraud being not investigated by establishment!,5_207_1
But you will see soon,5_207_2
Mary Ann Lee BEE YOO TEE FULLL!,5_208_1
John Naughton yes,5_209_1
Lorna Lopez federal prison is the better answer,5_210_1
"Lorna LopezTo hear a good man, a person with empathy and concern for others call for unity, after four years of unending divisiveness and hate-speech...STUNNING!How wonderful it is to realize we will have an authentic, NORMAL, loving family, includin… See More",5_211_1
"John Naughton I can't wait for Biden to start undoing all the little  dictator's ""executive orders""",5_212_1
So exciting were gonna be paying for everyone else while they do so little.,5_213_1
Oh the great Biden,5_213_2
Jared McCarthy,5_214_1
Sasha Bens yes little foot prints in the sand.,5_215_1
David Kilgore blah blah blah.,5_216_1
Conspiracy theories make foolish people feel smart.,5_216_2
John Naughton Thankfully what are you out of your mind I don’t know walk us right back to China wake up,5_217_1
John Naughton that is what a sheep would say.,5_218_1
Lou Wyman Sheep like THIS:“He’s the chosen one to run America Inside the cult of Trump.,5_219_1
His rallies are church and he is the gospel.”… See More,5_219_2
John Naughton so you are good with the WHO who lied to us and the world?,5_220_1
"The WHO where we pay flip most of the tab, so they could put us at risk.",5_220_2
Have fun learning to speak Chinese if Biden gets into power.,5_220_3
Maybe he will appoint Hunter as the Chinese d… See More,5_220_4
Wish he would walk away from the White House right now,5_221_1
Laurie Levesque Upham Gotta go to the Supreme Court first where Roberts in now inconsequential.,5_222_1
Gary Busby yeah not likely,5_223_1
Laurie Levesque Upham Write it down Upham,5_224_1
Gary Busby  who’s going to the Supreme Court?,5_225_1
Mary Yancey-Wheat Administration lawsuits.,5_226_1
See Sydney Powell among others,5_226_2
Gary Busby  ah.,5_227_1
Yeah.,5_227_2
Okay.,5_227_4
This is how losers act....!,5_228_1
Angelika Hess The WHO should be ashamed of the way is handled this pandemic,5_229_1
Pedro A. Figueredo trumpy should be ashamed.,5_230_1
He’s the leader of the free world.,5_230_2
Angelika Hess you hit the nail on the head!!!,5_231_1
Angelika Hess got it.,5_232_1
"Looting, burning, and vandalizing.",5_232_2
Mattie Davis is this why cases are rising in New York City under the Democrats Cuomo and DiBlasio?,5_233_1
Benita Goldman This how anti-Trumpers see everything,5_234_1
Pedro A. Figueredo you really have no clue what you’re talking about...  You have a good day.,5_235_1
"Rose Magno wth, does this have to do with the article?",5_236_1
You’re just parroting trump.,5_236_2
FYI - trump’s fbi determined 93% of all protests as peaceful...,5_236_3
Mattie Davis Thank you for revealing that you only have personal attacks to issue ... what a joke?,5_237_1
Pedro A. Figueredo You seriously need to be deprogrammed.,5_238_1
"Mike Barbalacci Another who just knows how to spew personal attacks but thinks he is better than Trump .., what a joke.",5_239_1
Pedro A. Figueredo Another victim of the Dunning-Kruger effect.,5_240_1
Thanks for proving my point.,5_240_2
Mike Barbalacci More personal insults from someone who thinks he is better than Trump ... lol  lol,5_241_1
Pedro A. Figueredo no no no..,5_242_1
The USA should be ashamed of how it handled the pandemic.,5_242_2
Just go look at the case numbers,5_242_3
Milk Man  And in New York with a Democrat Governor and Democrat Socialist Mayor ... Was the WHO able to investigate the origin of the pandemic in China ?,5_243_1
"Rose Magno ,you mean Trump's White Supremest and militia and Proud Boys.",5_244_1
Yup they did a lot of violence and answered Trump's dog whistling .,5_244_2
Pedro A. Figueredo how about the way Trump handled it?,5_245_1
Eleni Mavromatidou From the beginning the Liberals and Left attacked Trump.,5_246_1
They even defend China and the WHO.,5_246_2
Pedro A. Figueredo because we knew Trump what a despeakable human being that he is!,5_247_1
Defend China?,5_247_2
How?,5_247_3
Why does China need to be defended anyway?,5_247_4
I don't get it!,5_247_5
WHO why not defend it?,5_247_6
Pedro A. Figueredo just about everyone is better than trump!,5_248_1
Oh except for maybe his cult following,5_248_2
"Pedro A. Figueredo ""Totally under control"" is a decent docco that goes into the federal response to covid.",5_249_1
Check it out if you can,5_249_2
The rest of the world knows Trump received his pink slip and will soon be gone.,5_250_1
They just have to be patient.,5_250_2
Jen Caldwell Brown hello how are you doing this peaceful day,5_251_1
"Well, whatever.",5_252_1
"Since it doesn't become official until July, we are NOT leaving the W.H.O.",5_252_2
Richard Pichowsky nothing is certain.,5_253_1
some of the criticisms are still valid and need to be addressed.,5_253_2
I wonder how much power and influence the CCP has over the WHO.,5_254_1
Is the WHO as compromised as some say it is?,5_254_2
Can the world trust the WHO to remain impartial?,5_254_3
Andrew Fournier  Can your concern trolling be any more obvious?,5_255_1
"Andrew Fournier, what is it with you Trump cultists and the Communist Party of China?",5_256_1
Do you all take your talking points right off the Breitbart website?,5_256_2
You all say literally the same thing.,5_256_3
Andrew Fournier a mind is a terrible thing to waste,5_257_1
"Charles Arnold yes, yes they do.",5_258_1
Andrew Fournier  Put in the form of a question of course.,5_259_1
"No actual informmation, just a not so innocent question designed to smear the WHO based on nothing but a desire to do so.",5_259_2
"Charles Arnold And it’s only nominally “ communist” — just seems like just another bunch of mob bosses, like the Russians or Brazilians.",5_260_1
The Trumpers do love  their scare words.,5_260_2
Andrew Fournier An Emerging China-centric Order: China's Vision for a New World Order ... China at the UN Human Rights Council and WHO.https://www.nbr.org/.../an-emerging-china-centric-order.../,5_261_1
Andrew Fournier  Who is the CCP?,5_262_1
Are you referring to the party or the nation?,5_262_2
Didn't we once have groups of scientists organized to evaluate WHO findings?,5_262_3
Charles Arnold  CCP apologists,5_263_1
Andrew Fournier,5_264_1
"Charles Arnold It’s like they all read the same memo, and suddenly you see the e same stuff all over social media.",5_265_1
Andrew Fournier nope  WHO,5_266_1
"Ellen Polzien, it weird.",5_267_1
"The Chinese Communist Party has existed since, what, 1947?",5_267_2
"But all of sudden, it’s all these nutters can talk about.",5_267_3
"Andrew Fournier so, YOU still believe ""king"" trump is the savior.",5_268_1
"Well, it's over.Gone!",5_268_2
We are going to get raked over the coals again,5_269_1
"The CCP doesn’t run jack, there’s an impenetrable authoritarian regime at the core of Chinese government and it only pays lip service to the CCP.",5_270_1
Laura Hoey positing legitimate questions.,5_271_1
Is the WHO beyond reproach?,5_271_2
They didn’t exactly cover themselves in glory during the outbreak of this current crisis.,5_271_3
Andrew Fournier  tRumpilian BS.,5_272_1
Go slither away.,5_272_2
Trump has been FIRED.,5_272_3
What would this CCP influence on a global health organisation look like according to you?,5_273_1
What effect would it have?,5_273_2
Who would benefit or lose from it?,5_273_3
I’d say their decision not to allow American politics to dictate their reaction to the pandemic shows that they are more trustworthy than many government agencies here in the US.,5_274_1
Andrew Fournier concern troll blocked.,5_275_1
China wouldn't be able to assert its position if the US under Trump had not abandoned any kind of leadership on the world stage.,5_275_2
Charles Arnold 1921,5_276_1
"Paulo Lyra, thanks.",5_277_1
I forgot that they were part of the fight against the Japanese in WW2.,5_277_2
I didn’t know they went that far back though.,5_277_3
Andrew Fournier No.,5_278_1
EVERYONE knows China has been a problem - I really remember it starting with Walmart pushing their goods and the cheapening of American brands.,5_278_2
Corporations taking their business there.,5_278_3
What do you think the TPP was for.,5_278_4
Then Trump … See More,5_278_5
He is nothing but consistent where his demands to be judged as right and called for are concerned!,5_279_1
He is an ego maniac.,5_279_2
While some demands were logical some were over the top.,5_279_3
No one is right 100% of the time.,5_279_4
There is an opportunity to pivot when you … See More,5_279_5
"Carol Dameron I agree, Trump is power drunk",5_280_1
"Carol Dameron  It is good that EvilTrump is departing soon, he has been an Amateur and Reckless President who leaves a list of majorproblems that he did not tackle and… See More",5_281_1
Gary Miller And when he's gone repubs.,5_282_1
will blame Biden and they will say that the economy was great.,5_282_2
Linda Lee Clements Trump inherited a growing economy from Obama.,5_283_1
Obama inherited an economy destroyed by the Bush administration.,5_283_2
Trumps tax breaks are for the rich.,5_283_3
Just a repeat of Reagannomics which was huge failure.,5_283_4
